interview_key,country,ISO3,region,subregion,developing_developed,WB_income_group,GDP_per_capita_PPP,dimension,pillar,indicator,cse_counts,cse1_name,cse1_link,cse1_drive,cse1_type,cse1_contributions,cse1_justif,cse2_name,cse2_link,cse2_drive,cse2_type,cse2_contributions,cse2_justif,cse3_name,cse3_link,cse3_drive,cse3_type,cse3_contributions,cse3_justif,cse4_name,cse4_link,cse4_drive,cse4_type,cse4_contributions,cse4_justif,cse5_name,cse5_link,cse5_drive,cse5_type,cse5_contributions,cse5_justif,cse6_name,cse6_link,cse6_drive,cse6_type,cse6_contributions,cse6_justif
34-36-21-21,Austria,AUT,Europe,Western Europe,Developed,High income,"73911,44",Inclusion and Diversity,CSO Engagement,Civil Society Engagement in Inclusion and Diversity,1,Equitable AI Knowledge Hub,https://web.archive.org/web/20251007071644/https://zeroproject.org/tools/artifical-intelligence/equitable-ai-knowledge-hub,,Knowledge generation: research technical reports.,Rights of Persons with Disabilities,The Equitable AI Knowledge Hub is a free public resource created by the Equitable AI Alliance to support advocates developers researchers and practitioners working at the intersection of AI and disability inclusion. It aggregates evidence-based resources insights and strategies to shape inclusive AI policy guide technology design and promote equitable AI practices that address risks and opportunities for persons with disabilities. It contributes to knowledge generation in AI ethics inclusion and policy-making helping stakeholders make informed equitable decisions about AI development and use by centralizing curated knowledge and perspectives from global experts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-02-39-52,Austria,AUT,Europe,Western Europe,Developed,High income,"73911,44",Labour and Skills,CSO Engagement,Civil Society Engagement in Labour and Skills,1,Data Science in the Humanities and Social Sciences for Women.,https://web.archive.org/web/20251111021955/https://datascience-project.eu/framework.php,,Capacity building and collaboration: training courses workshops networks.,Reskilling and upskilling initiatives;  AI Literacy,It provides structured self-paced training and career guidance designed to help women transition into data science and AI-related roles. It delivered 43 online learning modules covering data science and AI fundamentals practical tools and applied methods alongside a career guide explaining skill requirements learning pathways and job profiles. These resources build AI literacy (understanding concepts methods and applications) while directly supporting reskilling/upskilling for labour-market entry or transition into AI-enabled professions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-86-73-15,Austria,AUT,Europe,Western Europe,Developed,High income,"73911,44",Trust and Safety,CSO Engagement,Civil Society Engagement in Trust and Safety,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-42-49-63,Azerbaijan,AZE,Asia and Oceania,NorthWest Asia,Developing,Upper middle income,"25089,00",Ethics and Sustainability,CSO Engagement,Civil Society Engagement in Ethics and Sustainability,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-87-43-47,Azerbaijan,AZE,Asia and Oceania,NorthWest Asia,Developing,Upper middle income,"25089,00",Inclusion and Diversity,CSO Engagement,Civil Society Engagement in Inclusion and Diversity,1,Femmes Digitales,https://web.archive.org/web/20251015133804/https://femmesdigitales.az/,,Capacity building and collaboration: training courses workshops networks.,Gender Equality,Femmes Digitales – Public Association: “Supporting Women in TECH” is a non-profit organization dedicated to eliminating the gender gap in the tech industry with a goal to get more girls and women excited about technology and IT. They organize and host several AI related workshops and trainings for women in STEM field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-76-36-01,Azerbaijan,AZE,Asia and Oceania,NorthWest Asia,Developing,Upper middle income,"25089,00",Labour and Skills,CSO Engagement,Civil Society Engagement in Labour and Skills,1,Conference on “The impact of digitalization and artificial intelligence on workplaces”,https://web.archive.org/web/20250514182904/https://www.ahik.org/en/media-en/news/a-conference-was-held-on-the-topic-the-impact-of-digitalization-and-artificial-intelligence-on-the-workplace,,Public engagement & awareness: conferences public awareness events/campaigns public consultations.,Labour Protections;  Reskilling and upskilling initiatives,AHIK (Azerbaijan Trade Unions Confederation) and the National Confederation of Entrepreneurs (Employers) Organizations of the Republic of Azerbaijan (ASK) jointly organized this conference. In the event AI is recognized as both a labor-protection issue (occupational safety workers’ rights) and a skills challenge. Through this initiative awareness on the risks of AI for labor and skills have been raised among unions employers and state bodies and the need for continuous upskilling in the face of AI-driven change has been stressed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-48-67-27,Azerbaijan,AZE,Asia and Oceania,NorthWest Asia,Developing,Upper middle income,"25089,00",Trust and Safety,CSO Engagement,Civil Society Engagement in Trust and Safety,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-99-57-33,Bahrain,BHR,Middle East,,Developing,High income,"66941,24",Ethics and Sustainability,CSO Engagement,Civil Society Engagement in Ethics and Sustainability,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-53-55-57,Bahrain,BHR,Middle East,,Developing,High income,"66941,24",Inclusion and Diversity,CSO Engagement,Civil Society Engagement in Inclusion and Diversity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-59-11-70,Bahrain,BHR,Middle East,,Developing,High income,"66941,24",Labour and Skills,CSO Engagement,Civil Society Engagement in Labour and Skills,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-06-82-50,Bahrain,BHR,Middle East,,Developing,High income,"66941,24",Trust and Safety,CSO Engagement,Civil Society Engagement in Trust and Safety,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-16-75-15,Bangladesh,BGD,Asia and Oceania,South West Asia,Developing,Lower middle income,"9646,77",Ethics and Sustainability,CSO Engagement,Civil Society Engagement in Ethics and Sustainability,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-44-98-04,Bangladesh,BGD,Asia and Oceania,South West Asia,Developing,Lower middle income,"9646,77",Inclusion and Diversity,CSO Engagement,Civil Society Engagement in Inclusion and Diversity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-42-80-32,Bangladesh,BGD,Asia and Oceania,South West Asia,Developing,Lower middle income,"9646,77",Labour and Skills,CSO Engagement,Civil Society Engagement in Labour and Skills,1,Capacity Development of trade unions with appropriate advocacy and negotiation skill for adaptation of Artificial Intelligence and Lobby for establishing AI policy in the National level,https://web.archive.org/web/20260119000135/https://blfbd.com/trade-ai-policy/,,Participation in public policy formulation implementation M&E: as part of advisory councils partnerships with state independent observers participating in parliamentary hearings.,Labour Protections;  Reskilling and upskilling initiatives,Area: Labour protections & Reskilling/Capacity BuildingProject Summary:The project assesses automation’s impact on workers and industry readiness while enhancing trade union capacity for advocacy on AI automation and Just Transition. It supports evidence-based research for policy advocacy strengthens union leaders’ knowledge and sensitizes employers brands and government on workforce impacts promoting collaboration on skill development and social security to ensure workers’ well-being during and after the 4IR transition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-97-48-39,Bangladesh,BGD,Asia and Oceania,South West Asia,Developing,Lower middle income,"9646,77",Trust and Safety,CSO Engagement,Civil Society Engagement in Trust and Safety,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-38-29-81,Barbados,BRB,Caribbean,,Developing,High income,"24822,53",Ethics and Sustainability,CSO Engagement,Civil Society Engagement in Ethics and Sustainability,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-74-99-94,Barbados,BRB,Caribbean,,Developing,High income,"24822,53",Inclusion and Diversity,CSO Engagement,Civil Society Engagement in Inclusion and Diversity,1,Blending Art with Artificial Intelligence in the CaribbeanKey Takeways from the A.I. Symposium on Caribbean Arts & Heritage,https://www.undp.org/barbados/blog/blending-art-artificial-intelligence-caribbean,,Public engagement & awareness: conferences public awareness events/campaigns public consultations.,Cultural and Linguistic Diversity,The AI Symposium on Caribbean Arts & Heritage led by Barbados Museum & Historical Society (BMHS) in partnership with UNDP and regional stakeholders addresses the Ethics Equity and Human Rights indicator by embedding responsible AI principles within the Orange Economy. Under Section 2: Ethics Equity and Human Rights discussions stressed that AI use in the arts must be grounded in human dignity cultural specificity and inclusivity. Panelists highlighted risks of Western-centric biases in dominant AI systems and the region’s position as a net consumer of AI tools. The symposium emphasized anchoring AI in Caribbean values to reduce inequality mitigate bias and protect cultural diversity and creators’ rights in SIDS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-78-24-08,Barbados,BRB,Caribbean,,Developing,High income,"24822,53",Labour and Skills,CSO Engagement,Civil Society Engagement in Labour and Skills,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-19-83-52,Barbados,BRB,Caribbean,,Developing,High income,"24822,53",Trust and Safety,CSO Engagement,Civil Society Engagement in Trust and Safety,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-89-51-24,Belarus,BLR,Europe,Eastern Europe,Developed,Upper middle income,"33010,33",Ethics and Sustainability,CSO Engagement,Civil Society Engagement in Ethics and Sustainability,1,Belarusian Association of Journalists: Research (guideline/recommendations) on Artificial Intelligence in Media,https://belhumanrights.house/en/news/issledovanie-bazh-iskusstvennyj-intellekt-v-media-pravovoe-regulirovanie-i-eticheskie-standarty,https://drive.google.com/file/d/1zEzPBIxyNgfKXQcKbO5Fo8OeCjUZpnmI/view?usp=drive_link,Knowledge generation: research technical reports.,Transparency and Explainability;  Human Oversight and Determination;  Fairness and Non Discrimination,The Belarusian Association of Journalists published research/guidelines on the responsible use of AI in media. The document provides best practices regarding transparency by requiring disclosure of AI-generated content clear labeling and explanations of how AI tools influence news production it emphasises human oversight recommending editorial control verification and accountability for AI-assisted outputs it addresses fairness warning against biased datasets discriminatory outputs and the risks of misinformation supporting ethical and safe AI use in journalism (pp. 6-10 28-30).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-28-08-18,Belarus,BLR,Europe,Eastern Europe,Developed,Upper middle income,"33010,33",Inclusion and Diversity,CSO Engagement,Civil Society Engagement in Inclusion and Diversity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-83-72-65,Belarus,BLR,Europe,Eastern Europe,Developed,Upper middle income,"33010,33",Labour and Skills,CSO Engagement,Civil Society Engagement in Labour and Skills,2,Human Constanta: public awareness on voice deepfake fraud in Belarus,https://humanconstanta.org/kak-moshenniki-ispolzuyut-golosovye-dipfejki-v-belarusi,https://drive.google.com/file/d/1C5JIMiDKsv66bV4CU_bGsyLgDEoP52sh/view?usp=drive_link,Knowledge generation: research technical reports.,AI Literacy,Belarusian NGO 'Human Constanta' published an article explaining how criminals in Belarus use AI-generated voice deepfakes for fraud schemes. The article and awareness campaign explain how deep-fake voice AI is used for fraud raising awareness of the technology and its risks (which directly contributes to literacy/understanding of AI),Belarusian Association of Journalists: Research (guideline/recommendations) on Artificial Intelligence in Media,https://belhumanrights.house/en/news/issledovanie-bazh-iskusstvennyj-intellekt-v-media-pravovoe-regulirovanie-i-eticheskie-standarty,https://drive.google.com/file/d/1zEzPBIxyNgfKXQcKbO5Fo8OeCjUZpnmI/view?usp=drive_link,Public engagement & awareness: conferences public awareness events/campaigns public consultations.,AI Literacy,The Belarusian Association of Journalists published research/guidelines on the responsible use of AI in media. The document raises awareness of AI technologies promotes understanding of their impacts (AI literacy - pages 7 and 10).,,,,,,,,,,,,,,,,,,,,,,,,
62-80-95-89,Belarus,BLR,Europe,Eastern Europe,Developed,Upper middle income,"33010,33",Trust and Safety,CSO Engagement,Civil Society Engagement in Trust and Safety,3,Development and submission of the “Model Law on Artificial Intelligence” to the Commonwealth of Independent States by the United Institute of Informatics Problems of the National Academy of Sciences of Belarus (research center),1) https://web.archive.org/web/20250919090855/https://uiip.by/doc/pdf/model_law.pdf; 2) https://web.archive.org/web/20251109231550/https://iacis.ru/News/Parliaments/Heads_of_CIS_Parliaments_Adopted_Number_of_Documents_at_58th_Plenary_Session_of_IPA_CIS,https://drive.google.com/file/d/1SWhw0OqUg3rqyMnz0j0rBhrWoHFH9LtY/view?usp=drive_link,Participation in public policy formulation implementation M&E: as part of advisory councils partnerships with state independent observers participating in parliamentary hearings.,Data Protection and Privacy;  Safety and Security;  Consumer Protection;  Data Sharing and Access;  Access to Redress and Remedy;  Impact Assessments,The Commonwealth of Independent States (CIS) Model Law on Artificial Intelligence was developed by the United Institute of Informatics Problems of the National Academy of Sciences of Belarus adopted on April 18 2025 within the CIS sent to the parliaments of the CIS member states and was recommended for use in national legislation. It includes Data Protection and Privacy (Arts 1934) Data Sharing and Access (Arts 3132) Safety and Security (Arts 1225) Consumer Protection (Arts. 36) Access to Redress and Remedy (Arts. 3536) Impact Assessments (Arts. 1821),Human Constanta: public awareness on voice deepfake fraud in Belarus,https://web.archive.org/web/20251123033532/https://humanconstanta.org/kak-moshenniki-ispolzuyut-golosovye-dipfejki-v-belarusi/,https://drive.google.com/file/d/1C5JIMiDKsv66bV4CU_bGsyLgDEoP52sh/view?usp=drive_link,Knowledge generation: research technical reports.,AI-Facilitated Misinformation and Violence;  Consumer Protection;  Safety and Security,Belarusian NGO 'Human Constanta' published an article explaining how criminals in Belarus use AI-generated voice deepfakes for fraud schemes. The material raises public awareness of AI-enabled deception explains the mechanism of voice-cloning attacks describes real cases reported by Belarusian residents and provides guidance on how to recognize and avoid deepfake-based scams. It has a link to a YouTube video (https://www.youtube.com/watch?v=5i53USVKuQg) illustrating cases and a call to share the article to make the public aware of the AI-generated scams. It covers topics of consumer protection safety/security and mitigation of AI-facilitated misinformation.,Belarusian Association of Journalists: Research (guideline/recommendations) on Artificial Intelligence in Media,https://belhumanrights.house/en/news/issledovanie-bazh-iskusstvennyj-intellekt-v-media-pravovoe-regulirovanie-i-eticheskie-standarty,https://drive.google.com/file/d/1zEzPBIxyNgfKXQcKbO5Fo8OeCjUZpnmI/view?usp=drive_link,Public engagement & awareness: conferences public awareness events/campaigns public consultations.,Data Protection and Privacy;  Safety and Security;  AI-Facilitated Misinformation and Violence;  Consumer Protection,The Belarusian Association of Journalists published research/guidelines on the responsible use of AI in media. The document provides best practices and how to avoid risks regarding data protection and privacy deepfakes and misinformation security concerns consumer protection (pp. 6-12 18-30) as well as establishing criteria and mechanisms for assessing artificial intelligence technologies for their safety and other characteristics for placement on the market and operation (p. 28).,,,,,,,,,,,,,,,,,,
